unit_code,description,owner_agent,ownership_pct,unit_type,zone,technology
SUCAC01,SUCAS COMERCIALIZACION ESP,SUCA SDAD COOP ANDALUZA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
SUMAC01,COMPRA DE ENERGÍA,SUMA ENERGIA COMERCIALIZADORA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
SUNCC01,COMPRA COMERCIALIZADORA SUNCA,"POWER WATT ENERGY ISLAND, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
SUNC02,UNIDADE PROGRAMACAO DE COMPRA,"SUNCORE ER - ENERGY RETAIL, UNIPESSOAL LDA",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
SUNFC01,COMPRA COMERCIALIZADORA,SUNFLIX RENOVABLES S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
SUPRC01,"SUMINISTROS PROPIOS ENERGIA, S","SUMINISTROS PROPIOS ENERGIA, SLU",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
SYENC01,SYENC01,SHARE YOUR ENERGY SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TALEC01,TALEN COMERCIALIZADOR ESP,TALARN ENERGIA ELECTRICA S.L.U,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TAURM01,TAUTRA REPRESENTACION 1,TAUTRA ENERGIA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
TAUTC01,TAUTRA COMPRA,TAUTRA ENERGIA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TENDC01,TENDE,TENSINA ENERGIA Y SERVICIOS SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TEOTC01,UNIDAD OFERTANTE TORNA,TORNADIZOS ENERGY SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TERSC01,TERSA COMPRA PEN,"TERSA - TRACTAMENT I SELECCIÓ DE RESIDUS, S.A.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TGYER01,ES-KIM,TOTALENERGIES GAS AND POWER LIMITED,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compra Comercializador Balance
THELC01,TH ELECTRICITY GAS SL,TH ELECTRICITY GAS SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TIRCC01,COTIR COMERCIALIZADOR ESP,"SOCIETAT MUNICIPAL DE COM. ELECTRICA DE TIRVIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TLCMC01,TELECOR COMERCIALIZADORA,TELECOR,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TOECC01,BUY BID UNIT,SECOND FOUNDATION TRADING AG,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TOMMC01,"TOMMI ENERGY, S.L.","TOMMI ENERGY, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TORMC01,TORMESH SOLUTIONS,TORMESH SOLUTION SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TOTGCP3,TOTAL GA DERECHOS COMPRA(FRAN),TOTALENERGIES GAS AND POWER LIMITED,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
TOTGVP3,TOTAL GAS DERECHOS VENTA(FRAN),TOTALENERGIES GAS AND POWER LIMITED,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
TOTRM01,REPRESENTACION TGYE,TOTALENERGIES GAS AND POWER LIMITED,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
TOTRM02,REPRESENTACION HCENE,TOTALENERGIES GAS AND POWER LIMITED,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
TOTRM03,REPRESENTACION NAGAC01,TOTALENERGIES GAS AND POWER LIMITED,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
TRICC01,TRICLINIUM,TRICLINIUM INVERSIONES SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TSOLC01,TSOL UNIDAD DE OFERTA,TELEFÓNICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIO,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TSRDCP3,TSRDE EXPORT,ENGELHART CTP RENEWABLES GMBH,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
TSRDVP3,TSRDE IMPORT UNIT,ENGELHART CTP RENEWABLES GMBH,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
TUCAC01,TUCAC01,TUCAN ENERGIA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
TUELC01,UO TU ELECTRICA,TU ELECTRICA S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ULSOC01,ULTREYA,ULTREYA SOLUCIONES SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
UMBRC01,"UMBRELLA ELECTRON, S.L.","UMBRELLA ELECTRON, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
UMEMC01,UNIDAD DE COMERCIALIZ UMEME,"OCTOPUS ENERGY ESPAÑA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
UNELC01,UNIELECTRICA,UNIELECTRICA ENERGIA S.A.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
URACC01,"URANOSCOPIDAE VII ENERGIA, S.L","URANOSCOPIDAE VII ENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
URAIC01,"URANOSCOPIDAE IV ENERGIA, S.L.","EVOLVE ENERGÍA, SL",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
URBCC01,UP URBEN COMERCIALIZADORA,SISTEMAS URBANOS DE ENERGIAS RENOVABLES S.L,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
URUSC01,URUS ENERGY SORIA SL,URUS ENERGY SORIA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
USENC02,UNIDADE DE COMPRA,USENERGY,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
VAQC01,EL. VAQUER ENERGIA COMPRA(ESP),ELÉCTRICA VAQUER ENERGÍA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VARAC01,COMERCIALIZADOR MERCADO LIBRE,VARAENER SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VDLUC01,VDLUC01,AYR INTERXAT IBERICA SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VIEECA1,VIESGO ENERGIA 2 (ESP),REPSOL COMERCIALIZADORA DE ELECTRICIDAD Y GAS SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VIKIC01,VIKIC01,"VIKING ENERGÍA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VIMC01,PRINCIPAL VIMCO,VIMCOMEL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VIRIC01,18W0000000003U2D,VIRGIN ELECTRIC,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VIROC01,VIROQUE_UP,"VIROQUE ENERGY, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VIROC02,VIROQUE_UP,"VIROQUE ENERGY, S.L.",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
VIRUC01,COMPRA COMERCIALIZADORA,SOCIEDAD ARAGONESA DE COMERCIALIZACIÓN DE ENERGÍA,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VISLC01,COMPRA VISALIA,VISALIA ENERGIA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VISRM10,REPRESENTACION SEROSENSE,VISALIA ENERGIA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VISRM11,REPRESENTACION BARTER SHARING,VISALIA ENERGIA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VITLCP3,VITOL COMPRAS PARA EXPORT FRA,VITOL S.A.,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Comercializador no residente
VITLC01,VITOL COMPRAS PENINSULA,VITOL S.A.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VITLVP3,VITOL VENTAS DESDE IMPORT FRA,VITOL S.A.,100.0,COMERCIALIZADOR,FRONTERA FRANCIA,Import. de agentes externos
VIVOC01,VIVO,VIVO ENERGIA FUTURA S.A.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VNLSC01,ELECTRICA DE VINALESA SCV,"ELECTRICA DE VINALESA, S.C.V.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
VOLNC02,UNIDAD DE COMPRA DE VOLTN,VOLTON - ENERGIA E SOLUCOES LDA,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
VTERM01,VTERM01,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM04,VTERM04,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM05,VTERM05,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM06,VTERM06,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM09,VTERM09,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM10,VTERM10,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM11,VTERM11,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM16,VTERM16,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM22,VTERM22,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM24,VTERM24,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM26,VTERM26,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM28,VTERM28,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM30,VTERM30,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM31,VTERM31,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM33,VTERM33,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM35,VTERM35,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VTERM36,VTERM36,VITA ENERGY CONSULTING SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
VVESC01,VIVA,VIVA ENERGIA Y SOLUCIONES S.L.,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
WATRM03,REPRESENTACION WATOC01,VISALIA ENERGIA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
WATRM07,REP. LUZ SOLIDARIA INCLUSIVA,VISALIA ENERGIA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
WATRM08,REPRESENTACION LUZ SOLIDARIA,VISALIA ENERGIA SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
WKWC01,WEKIWI,WEKIWI SL,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
WMARC01,COMERCIALIZACION WMARK,WIND TO MARKET,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ZENOC01,ZENON ENERGIA,"ZENON ENERGIA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ZETAC01,COMERCIALIZACION,"ZETA ENERXIA GALEGA, S.L.",100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
ZRMTC01,UOF ZRMTT,COMERCIALIZADORA ELECTRICA COMUNIDAD SOLAR,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Compras Comercialización
ZUGCC02,ZUGCR COMPRA,"ZUG POWER, S.L. - SUCURSAL EM PORTUGAL",100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Comercializador
ZUGPC02,REPRESENTACION ZUG PORTUGAL,SERVIGAS S.XXI S.A.,100.0,COMERCIALIZADOR,ZONA PORTUGUESA,Rep. de comercializadores
ZULUC01,ZULUX ENERGÍA,DINERGETICA 2050 SLU,100.0,COMERCIALIZADOR,ZONA ESPAÑOLA,Comercializador
CHCOC01,CHCOR COMPRA,"COMERCIALIZADOR DE REFERENCIA ENERGÉTICO, S.L.U",100.0,COMERCIALIZADOR ULTIMO RECURSO,ZONA ESPAÑOLA,Comercializador ultimo recurso
EDPUC2,EDP SERV. UNIV COMPRA (PORT),"SU ELETRICIDADE, S.A.",100.0,COMERCIALIZADOR ULTIMO RECURSO,ZONA PORTUGUESA,Comercializador ultimo recurso
EE21C01,ENDESA ENERGIA XXI COMPRA,"ENERGÍA XXI COMERCIALIZADORA DE REFERENCIA, S.L.",100.0,COMERCIALIZADOR ULTIMO RECURSO,ZONA ESPAÑOLA,Comercializador ultimo recurso
EONUC01,EONUR CONSUMO CLIENTES TUR,"REGSITI COMERCIALIZADORA REGULADA, S.L.U.",100.0,COMERCIALIZADOR ULTIMO RECURSO,ZONA ESPAÑOLA,Comercializador ultimo recurso
GNSUC01,GN SUR COMPRA,"COMERCIALIZADORA REGULADA GAS  POWER, S.A",100.0,COMERCIALIZADOR ULTIMO RECURSO,ZONA ESPAÑOLA,Comercializador ultimo recurso
HCURC01,HCCUR UNIDAD DE COMPRA CUR,BASER COMERCIALIZADORA DE REFERENCIA SA,100.0,COMERCIALIZADOR ULTIMO RECURSO,ZONA ESPAÑOLA,Comercializador ultimo recurso
IBCUC01,IBERDROLA CUR,"CURENERGÍA COMERCIALIZADOR DE ÚLTIMO RECURSO, SAU",100.0,COMERCIALIZADOR ULTIMO RECURSO,ZONA ESPAÑOLA,Comercializador ultimo recurso
ABOX,COMPRA SERVICIOS AUXILIARES,ABOÑO GENERACIONES ELECTRICAS SLU,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
ACAPC01,ACAPERSA 1997 S.L.,ACAPERSA 1997 SL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
ADXRC03,AUDAX RENOVABLES DIRECTA,AUDAX RENOVABLES S.A.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
AGERC04,ASTURAGUA SICA,GRUPO ENERGÉTICO ASECOR S.L,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
AGERC10,ONS CON,GRUPO ENERGÉTICO ASECOR S.L,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
AGMAC01,AGUAS DE MARQUESADO,AGUAS DEL MARQUESADO,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
AGVRC01,AGENTE REPRE VALLES PLASTIC,VICTOR MANUEL TORRO FERRERO,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
AMBIETX,AMBIETA COM. AUX.,"AXPO IBERIA, S.L.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Rep. Consumos Auxiliares
APRC01,APRESTOS DE LANERIA,APRESTOS DE LANERIA SA,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
ARGC01,ARGIMODE S L,ARGIMODE SL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
ARRU1XR,UOF CONSUMO SER. AUX. ARRU1,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumos Auxiliares
ARRU2XR,UOF CONSUMO SER. AUX. ARRU2,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumos Auxiliares
ASTCP3,ASTURAGUA FR COMPRA,ASTURAGUA SEVICIO INTEGRAL DEL CICLO DEL AGUA SAU,100.0,CONSUMIDOR DIRECTO,FRONTERA FRANCIA,Consumidor directo
ASTVP3,ASTURAGUA FR VENTA,ASTURAGUA SEVICIO INTEGRAL DEL CICLO DEL AGUA SAU,100.0,CONSUMIDOR DIRECTO,FRONTERA FRANCIA,Import. de comercializadoras
AVILC01,ALUMBRADO+EDIFICIOS AYTO,AYUNTAMIENTO DE AVILES,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
BAHIABX,BAHIAB SERV. AUXILIARES,BAHIA DE BIZKAIA ELECTRICIDAD S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
BAKC01,BASKONIA KIROL HIRIA SLU,BASKONIA KIROL HIRIA SLU,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
BIOC01,BIODIESEL ARAGON,BIODIESEL ARAGON SL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
BRR1XR1,SSAA LOS BARRIOS REPR,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumos Auxiliares
BSGRC01,PLATA,BSG ENERGIA SL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CALEC01,CALERA NUEVA,CALERA DE ALZO S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CALRC01,UNIDAD DE REPRESENTACION,CALERA DE ALZO S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CAMG20X,COMPRA SERV.AUX. CAMGI20,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
CD02R01,CD02R01,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Cons. Directo Balance
CD03R01,CD03R01,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Cons. Directo Balance
CD04R01,CD04R01,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Cons. Directo Balance
CD05R01,CD05R01,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Cons. Directo Balance
CELC01,CELLTECH,CELLTECH S.L.U,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CELRC01,CELSA REP COMPRA ESPAÑA,"COMPAÑÍA ESPAÑOLA DE LAMINACIÓN, S.L.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CELRC02,CELSA REP COM ESP FERISA,"COMPAÑÍA ESPAÑOLA DE LAMINACIÓN, S.L.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CJON1XR,REPRESENTANTE DE CONSUMOS AUX,TOTALENERGIES GAS AND POWER LIMITED,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumos Auxiliares
CJON3XR,REPRESENTANTE DE CONSUMOS AUX,TOTALENERGIES GAS AND POWER LIMITED,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumos Auxiliares
CTNUX,GDF SUEZ CASTELNOU AUX,ENGIE CASTELNOU,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
CUPRC01,CUPIRE PADESA,CUPIRE PADESA S.L,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CUPRC02,BAJA TENSIÓN CON IE,CUPIRE PADESA S.L,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
CZFVC01,CONSORCIO ZONA FRANCA DE VIGO,CONSORCIO ZONA FRANCA DE VIGO,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
DEPOC01,DEPORTIVO ALAVES,DEPORTIVO ALAVES SAD,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
DETRC01,REP. CONSUMIDOR DIRECTO ATZ,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
DETRC02,DETRC02,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
DETRC16,DETRC16,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
DETSSAA,DETSSAA,"MOEVE GAS AND POWER, S.A.U",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
DOLRC01,DOLNO NUEVO,DOLOMITAS DEL NORTE S.A.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
DRERC01,UO COMPRA CD SIN EXENCION IE,"FOENER ENERGÍA, S.L.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
DRERC05,UO COMPRA CD EXENCION 85%,"FOENER ENERGÍA, S.L.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
ECT2X,CONSUMOS AUXILIARES DE ECT2,IGNIS ENERGIA S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Rep. Consumos Auxiliares
ECYRREX,COMPRA SSAA ECYR,ENEL GREEN POWER ESPAÑA SL (ACT: COM RE),100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
EDPCXR,REPRESENTANTE DE CONSUMOS AUX,TOTALENERGIES GAS AND POWER LIMITED,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumos Auxiliares
EENEC01,CONSUMO HUELVA,MAGNON GREEN ENERGY SL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
EENRC02,CONSUMO PONT+NAV,MAGNON GREEN ENERGY SL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
EGEDCX,UOF COMPRA SERVICIOS AUX,ACCIONA GREEN ENERGY DEVELOPMENTS,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
EGLEX,EGL SERV. AUX.(CONSUMO),"AXPO IBERIA, S.L.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
ELEAUX,UNIDAD COMPRA CONSUMOS AUXILIA,"ELECTRICIDAD ELEIA, S.L.U.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
ENURC01,ENURC01,ENERGIA NUFRI SLU,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
ESCCC1X,GDF SUEZ ESCOMBRERAS 1 AUX,ENGIE CARTAGENA S.L,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
ESCCC2X,GDF SUEZ ESCOMBRERAS 2 AUX,ENGIE CARTAGENA S.L,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
ESCCC3X,GDF SUEZ ESCOMBRERAS 3 AUX,ENGIE CARTAGENA S.L,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
EUCDR01,COMPRA CD BALANCE,"WIND TO MARKET, S.A.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Cons. Directo Balance
EXISC01,EXIS COMPONENTS S.L.,EXIS COMPONENTS S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
EXPC01,EXPOCENTER,"EXPO CENTER BMC, SL",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
FLAMC01,FLAMAGAS LLINARS SLU,FLAMAGAS LLINARS SLU,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
FLECC01,HORNO,LA FLECA DE L EMPORDA S.A.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
GEMRC01,UO REGANOSA,"GESTION DE ENERGÍA Y MERCADOS, S.L.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
GMEEC01,COMPRA CONSUMIDOR DIRECTO,GARCIA-MUNTE ENERGIA SL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
GRAFC01,GRAFICAS VARIAS S.A.,GRAFICAS VARIAS S.A.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
GUISC02,GUIS CONSUMIDOR DIRECTO,"CORPORACIÓN ALIMENTARIA GUISSONA, S.A.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
GUISR01,GUISSONA SRAD,"CORPORACIÓN ALIMENTARIA GUISSONA, S.A.",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Cons. Directo Balance
HAPOC01,HAPOC01,HARINAS POLO S.A,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
HCGCOX,COMPRA SSAA PARA PARQUES EOLIC,"EDP ESPAÑA, S.A.U. (GENERACIÓN)",100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
HILAC01,S.A. HILADOS EGARFIL,S.A. HILADOS EGARFIL,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
IBGESX,IBGES CONSUMO SERV AUXILIARES,IBERDROLA ENERGÍA ESPAÑA S..A.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumo de productores
ISEOC01,ISEOC01,ISEO ENERGÍA,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Consumidor directo
JOIRC01,JOIRC01,ENERJOIN S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
JOIRC02,JOIRC02,ENERJOIN S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
JOIRC03,JOIRC03,ENERJOIN S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
JOIRC04,JOIRC04,ENERJOIN S.L.,100.0,CONSUMIDOR DIRECTO,ZONA ESPAÑOLA,Compras Consumo Directo
