tech_group,regime,hour_class,share_in_band,mw_in_band,mw_total,n_tranches,frac_single_block,mw_at_mcp,n_months,share_pct
Solar PV,DA60/ID15 post-blk,Dropped,0.6504626055123114,11.181269459392041,15.70039368681494,0.7102751710272278,0.6185352572868962,0.4062268536922522,6,65.0
Solar PV,DA60/ID15 post-blk,Flat,0.6348451279560922,2.2688463849907863,2.592250462742879,0.922289182056616,0.5192762649692849,0.003349673202614379,6,63.5
Solar PV,DA60/ID15 post-blk,Midday,0.7749154196921598,15.096678401726288,18.81255850377084,0.8382431129900648,0.7400295829491847,0.6253460605128799,6,77.5
Solar PV,DA60/ID15 pre-blk,Critical,0.6667876051538566,7.43878834098023,8.900169674956633,0.7323560797963768,0.6345526127964178,0.3722586960953199,2,66.7
Solar PV,DA60/ID15 pre-blk,Dropped,0.8423820104932396,13.208870985879129,14.690248293796158,0.9458212536493042,0.7842351488473003,0.5725739447588307,2,84.2
Solar PV,DA60/ID15 pre-blk,Flat,0.7369211612879336,2.9889055527782404,3.3965116924956953,0.8042363309818734,0.7079190505286156,0.018737617804440002,2,73.7
Solar PV,DA60/ID15 pre-blk,Midday,0.8774460964585034,16.20847961580626,17.723167758112265,0.9792369226296309,0.8304889728412552,0.9468416380981319,2,87.7
Solar PV,ISP15-win,Critical,0.13196143644351435,1.331965740484086,5.306684040883268,0.18369881641429214,0.12303252227437181,0.0049594685308600945,4,13.2
Solar PV,ISP15-win,Dropped,0.20373864362829727,2.5697834865279012,9.44188042566524,0.25888906773243486,0.19471994075860727,0.032017565158831335,4,20.4
Solar PV,ISP15-win,Flat,0.5052563053823498,2.898223509718785,8.992859923509744,0.5243666110033127,0.5243666110033127,0.004466230936819172,4,50.5
Solar PV,ISP15-win,Midday,0.307503065200058,4.465353765629535,12.935990757818258,0.3736558409762204,0.29081816421623863,0.08918976809124485,4,30.8
Solar Thermal,3-sess,Critical,0.20578147777128675,7.531918231575516,32.10668746728693,0.22221000980820813,0.20449628126207897,0.004889279776287228,6,20.6
