Código de UP;Descripción corta;Descripción larga;Potencia máxima MW;Código EIC;Tipo de producción;Negocio;Zona de Regulación;Sujeto del Mercado;Tipo de UP
FCRMON2;FCRMON2;UP SOLAR CARMONA 2;36,6;18W000000000UFT7;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCRMON3;FCRMON3;UP SOLAR CARMONA 3;36,6;18W000000000UFU5;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCRONOS;CRONO;CRONOS;3,3;18W000000000MP2Q;Solar fotovoltaica;Venta;SZR;GESTE;Generación
FCRTBAL;FCRTBAL;UP SOLAR SAN CRISTOBAL;1,7;18W000000000SQ7Q;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCRUZ;FCRUZ;FCRUZ;5,0;18W000000000SIA7;Solar fotovoltaica;Venta;EVM ;CEG;Generación
FCRYLUS;FCRYLUS;UP SOLAR CORYLUS;2,0;18W000000000SUT7;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCSERAS;FCSERAS;UP SOLAR CASTELSERAS;1,1;18W000000000P9IU;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCSTEL1;FCSTEL1;UP SOLAR CASTELNOU;1,1;18W000000000QJQH;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCSTEL2;FCASTEL2;UP SOLAR CASTELNOU II;1,8;18W000000000QJNN;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCTANEA;FCTANEA;UP SOLAR CATANEA;2,0;18W000000000SUS9;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCTLINA;FCTLINA;UP SOLAR SANTA CATALINA;30,0;18W000000000RWD0;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCTRAV2;FCTRAV2;UP SOLAR CALATRAVA2;41,0;18W000000000RJ3M;Solar fotovoltaica;Venta;NEXUS ;NEXU;Generación
FCTUERA;FCTUERA;UP SOLAR CASTUERA;1,5;18W000000000QMLI;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCUARTI;FCUARTI;FV CUARTILLEJO;4,6;18W000000000OR1E;Solar fotovoltaica;Venta;SZR;CEG;Generación
FCUBI;FCUBI;FCUBI;26,0;18W000000000SJT3;Solar fotovoltaica;Venta;SZR;CEG;Generación
FCUBLA;FCUBLA;UP SOLAR CUBLA;3,6;18W000000000SZO2;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FCVALDE;VALDES;CASA VALDES;44,0;18W000000000P5RO;Solar fotovoltaica;Venta;SZR;HISPE;Generación
FDAGAC;FDAGAC;FDAGAC;4,0;18W000000000RUQH;Solar fotovoltaica;Venta;SZR;GAC;Generación
FDAJOZ;FDAJOZ;FDAJOZ;40,0;18W000000000TJO9;Solar fotovoltaica;Venta;SZR;CEG;Generación
FDBGAC;FDBGAC;FDBGAC;4,0;18W000000000RURF;Solar fotovoltaica;Venta;SZR;GAC;Generación
FDCGAC;FDCGAC;FDCGAC;5,0;18W000000000RUSD;Solar fotovoltaica;Venta;SZR;GAC;Generación
FDDGAC;FDDGAC;FDDGAC;5,0;18W000000000RUTB;Solar fotovoltaica;Venta;SZR;GAC;Generación
FDEL108;FDEL108;FDEL108;40,0;18W000000000UHR5;Solar fotovoltaica;Venta;SZR;SOLRC;Generación
FDERSC;MOTORS;TEST;10,0;18WFDERSC-1234-1;Solar fotovoltaica;Venta;SZR;GNRA;Generación
FDESENE;FDESENE;UP FV DESARROLLOS ENERGETICOS SOLARES;6,8;18WFDESENE-123-M;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FDHSLA;FDHSLA;UP SOLAR DEHESILLA;1,6;18W000000000PVLW;Solar fotovoltaica;Venta;SZR;NEXU;Generación
FDRACOS;DRACO;DRACOS;40,0;18W000000000O9E5;Solar fotovoltaica;Venta;SZR;GESTE;Generación
FDREU04;CLIMASTER;FV CLIMASTER;3,4;18W000000000GUF9;Solar fotovoltaica;Venta;SZR;DREUA;Generación
