reform,market,session,hour_class,price_eur,resid_real,resid_placebo,placebo_net
DA15,DA,,flat,90,362.33884424908547,1763.3010182712721,-1400.9621740221867
DA15,DA,,flat,91,409.2679361168814,1767.1747719463497,-1357.9068358294683
DA15,DA,,flat,92,378.11375649550047,1770.4296774124825,-1392.3159209169821
DA15,DA,,flat,93,226.15411542922328,1882.2404465531006,-1656.0863311238772
DA15,DA,,flat,94,130.97686673900063,1823.6059846961616,-1692.629117957161
DA15,DA,,flat,95,89.77596397113489,1852.8289768246832,-1763.0530128535484
DA15,DA,,flat,96,162.08102260976142,1686.6970787241946,-1524.6160561144331
DA15,DA,,flat,97,208.2093998703523,1605.7086144821485,-1397.499214611796
DA15,DA,,flat,98,303.535313629464,1546.2067248998624,-1242.6714112703985
DA15,DA,,flat,99,364.61648307098994,1522.3622035240055,-1157.7457204530156
DA15,DA,,flat,100,425.6590544586405,1425.3284393200843,-999.6693848614437
DA15,DA,,flat,101,580.1500451479784,1272.7563297173547,-692.6062845693763
DA15,DA,,flat,102,932.9350533294999,1174.5707148299023,-241.63566150040242
DA15,DA,,flat,103,1299.6197820218185,1122.4940109502982,177.12577107152038
DA15,DA,,flat,104,1514.1831446355563,1063.8859801188516,450.2971645167047
DA15,DA,,flat,105,1534.3477423194877,1021.1506431342265,513.1970991852612
DA15,DA,,flat,106,1571.2376339290138,964.3733160529571,606.8643178760567
DA15,DA,,flat,107,1990.0059320605008,945.1029375867656,1044.9029944737351
DA15,DA,,flat,108,2117.669684578025,819.9722425936679,1297.6974419843573
DA15,DA,,flat,109,2071.049398370101,812.2352179963574,1258.8141803737435
DA15,DA,,flat,110,2044.9669362819327,757.8003689031867,1287.166567378746
DA15,DA,,flat,111,1922.6249436914543,669.6279761214583,1252.9969675699958
DA15,DA,,flat,112,1992.240949817602,750.1176484427663,1242.1233013748358
DA15,DA,,flat,113,1904.061018611133,721.8422586261314,1182.2187599850017
DA15,DA,,flat,114,1498.9755920876366,678.2300692717383,820.7455228158983
DA15,DA,,flat,115,1445.0390072310863,718.4283807978575,726.6106264332288
DA15,DA,,flat,116,1582.4560164750928,521.0876212162209,1061.368395258872
DA15,DA,,flat,117,1668.0452306382952,394.9173412407275,1273.1278893975677
DA15,DA,,flat,118,1768.233355685432,196.6576908733341,1571.5756648120978
